Account,Coin,Execution Price,Size Tokens,Size USD,Side,Timestamp IST,Start Position,Direction,Closed PnL,Transaction Hash,Order ID,Crossed,Fee,Trade ID,Timestamp,date,normalized_pnl
0xbaaaf6571ab7d571043ff1e313a9609a10637864,HYPE,15.479,125.55,1943.39,BUY,07-03-2025 00:06,46955.38,Open Long,0.0,0x0000000000000000000000000000000000000000000000000000000000000000,77670296639,False,0.0,1090000000000000.0,2025-07-03 00:06:00,2025-07-03,0.0
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,CRV,1.0207,1279.3,1305.78,BUY,11-12-2024 06:53,37911.7,Open Long,0.0,0x28fb5311ad099da7909a0418ee51e600003c4c3349c03abb68746ae3da1d2c22,54499902645,False,0.125354,746000000000000.0,2024-11-12 06:53:00,2024-11-12,0.0
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,HYPE,15.693,50.6,794.07,BUY,12-04-2025 15:54,-3578.25,Close Short,10.22626,0xa9d713f09a3e9304696f0421653b3101890015717960e76b43f970f1e81f098f,85999362391,True,0.277923,514000000000000.0,2025-12-04 15:54:00,2025-12-04,0.012878285289709974
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,HYPE,11.192,57.24,640.63,SELL,04-04-2025 17:13,13964.96,Close Long,-30.354372,0xc8f690abd7d7c1d457730420e2f0e201fd00888365642310845ea2ce0749f9e4,83885748627,True,0.192189,1000000000000000.0,2025-04-04 17:13:00,2025-04-04,-0.04738206453022806
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,@107,13.97,1.0,13.97,SELL,10-12-2024 15:37,33577.48367,Sell,0.532291,0x7ab1c574731a7fbcfd8e0418e11b33019100440bf8e3233eaccb55f85cb8d7c4,54250745408,False,0.0,878000000000000.0,2024-10-12 15:37:00,2024-10-12,0.03810243378668575
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,PURR,0.08548,200.0,17.1,SELL,03-03-2025 07:25,12274.0,Close Long,0.114,0x86dd634025b6b1ffb824041ecc7f4002010e00dd3d50f49cec460a16e04c335f,76503254537,False,0.00164,327000000000000.0,2025-03-03 07:25:00,2025-03-03,0.006666666666666666
0xbaaaf6571ab7d571043ff1e313a9609a10637864,HYPE,13.177,2.0,26.35,BUY,11-03-2025 06:05,153847.61,Open Long,0.0,0x0937c5bc08b616aa4fd0041f4f158c0206370096348ed41e048fd66221e12ce9,78808032407,False,0.0,775000000000000.0,2025-11-03 06:05:00,2025-11-03,0.0
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,@107,12.658,36.02,455.94,BUY,09-12-2024 12:47,2499.125001,Buy,0.0,0xe1f91096bed42943c9e00418c9e8ea02016000b4945aa582661f50a2dea7cbc2,53811194299,True,0.01260696,117000000000000.0,2024-09-12 12:47:00,2024-09-12,0.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,AIXBT,0.53534,252.0,134.91,SELL,03-01-2025 21:24,-228.0,Open Short,0.0,0x91a1a18bd7b74ee4797b041a90b75102011800c2cb058a44c215798e7a11956c,60455242587,True,0.047216,1010000000000000.0,2025-03-01 21:24:00,2025-03-01,0.0
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,@107,13.84,5.02,69.48,SELL,11-12-2024 10:05,55125.88423,Sell,1.558208,0x0000000000000000000000000000000000000000000000000000000000000000,54568538876,False,0.0,688000000000000.0,2024-11-12 10:05:00,2024-11-12,0.02242671272308578
0xa0feb3725a9335f49874d7cd8eaad6be45b27416,HYPE,24.116,16.52,398.4,BUY,06-02-2025 23:29,41.63,Open Long,0.0,0x0d75f30391906f03577e041d4315f001cf0020af5bf27b5e7210114ec9b7131f,70216931581,False,0.039839,64000000000000.0,2025-06-02 23:29:00,2025-06-02,0.0
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,HYPE,14.863,133.67,1986.74,BUY,09-03-2025 17:05,1911.65,Open Long,0.0,0x9e0b19f80557f051b151041f35653002014900005d0b323a4c0104f6a0779d85,78362653354,True,0.596021,499000000000000.0,2025-09-03 17:05:00,2025-09-03,0.0
0xbaaaf6571ab7d571043ff1e313a9609a10637864,HYPE,16.686,80.41,1341.72,BUY,05-03-2025 21:57,2624.62,Open Long,0.0,0x86dc9a376d6959295306041ef6fe7a0203b1004432df83cde9c71a27e06e3cf0,77425337802,True,0.33543,1040000000000000.0,2025-05-03 21:57:00,2025-05-03,0.0
0x8381e6d82f1affd39a336e143e081ef7620a3b7f,@107,12.357,16.66,205.87,BUY,04-12-2024 15:14,708.3141333,Buy,0.0,0xf9ee713e74f9e27184ae0418642a8101d000d5ac2a946700f0d47894a3650cc9,52517852438,True,0.00583094,984000000000000.0,2024-04-12 15:14:00,2024-04-12,0.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,HBAR,0.26948,2224.0,599.32,BUY,10-12-2024 02:42,-6009.0,Close Short,26.81032,0x0cb0278c5c4a4e84952a0418d5f26902030300c95e3b3fe7b99ed7e27a054fd5,54024414762,True,0.209763,258000000000000.0,2024-10-12 02:42:00,2024-10-12,0.04473456584128679
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,ETH,2323.3,0.01,23.23,BUY,06-02-2024 08:23,12.2482,Open Long,0.0,0xa897eae98f0376dfdbdd04077d8dbb014f00e4f5cce8283f37a23c8b32274e1a,8915045569,False,-0.000464,1090000000000000.0,2024-06-02 08:23:00,2024-06-02,0.0
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,AAVE,230.61,15.27,3521.41,BUY,03-12-2024 19:38,583.12,Open Long,0.0,0x6154d1710e653b95e6380418532c3802018f00a30ec09c8abf98b4ae508c7d87,52274197780,True,1.232495,521000000000000.0,2024-03-12 19:38:00,2024-03-12,0.0
0xbaaaf6571ab7d571043ff1e313a9609a10637864,HYPE,17.502,1.3,22.75,SELL,05-03-2025 14:55,38656.74,Close Long,1.15323,0x16c116a0000d45985767041ef21cd201f700fd2fe41aa4a28ca1aa81bbe351eb,77326279701,True,0.005688,131000000000000.0,2025-05-03 14:55:00,2025-05-03,0.05069142857142857
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,GMX,12.094,41.21,498.39,BUY,09-04-2025 12:49,83.87,Open Long,0.0,0x655414a695c04e843b7c042131febf02015800e8341e484ec5a5df7a7c0d2ece,85225929291,True,0.167459,774000000000000.0,2025-09-04 12:49:00,2025-09-04,0.0
